Name,Profile URL,Role,Sweet Spot,Investors
Louis Beryl,file:///investors/louis-beryl,Sweet spot:,$75K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Developer tools, Investors in Enterprise, Investors in Fintech, Investors in Insurance, Investors in Marketplaces, Investors in Payments, Investors in SaaS, Investors in Sales and CRM, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Space, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+8"
Kristian Aartun,file:///investors/kristian-aartun,Sweet spot:,$500K,Investors in Amsterdam
Hunter Horsley,file:///investors/hunter-horsley,Sweet spot:,$50K,"Investors in Consumer products, Investors in Cryptocurrency, Investors in Enterprise, Investors in Fintech, Investors in Gaming/eSports, Investors in Insurance, Investors in Marketplaces, Investors in Payments, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+6"
Michael Manne,file:///investors/michael-manne,$25K,$25K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Developer tools, Investors in Education, Investors in Enterprise, Investors in Fintech, Investors in Human capital, Investors in Insurance, Investors in New York City (Other Lists), Investors in Payments, Investors in Real estate/proptech, Investors in SaaS, Investors in Sales and CRM
+5"
Tomas Barreto,file:///investors/tomas-barreto,$25K,$25K,"Investors in Analytics, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Consumer health & fitness, Investors in Developer tools, Investors in Diverse Investors (Other Lists), Investors in Enterprise, Investors in Fintech, Investors in Human capital, Investors in Payments, Investors in Real estate/proptech, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+11"
Chris Strobl,file:///investors/chris-strobl,$25K,$25K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Developer tools, Investors in Fintech, Investors in Marketplaces, Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+3"
RONEN TANNE,file:///investors/ronen-tanne,$100K,$100K,"Investors in SF Bay Area (CA), Investors in Seattle / Portland, Investors in Israel"
shamir waldmann,file:///investors/shamir-waldmann,$5K,$5K,"Investors in AR/VR, Investors in Blockchain, Investors in Marketplaces, Investors in Network infrastructure, Investors in SaaS"
Varadh Jain,file:///investors/varadh-jain,$10K,$10K,"Investors in Consumer products, Investors in Developer tools, Investors in Enterprise, Investors in Fintech, Investors in Logistics, Investors in Manufacturing, Investors in Marketplaces, Investors in Messaging, Investors in SaaS, Investors in Sales and CRM, Investors in Investors who were founders (Other Lists)
+4"
Nimrod Priell,file:///investors/nimrod-priell_1,$20K,$20K,"Investors in Israel, Investors in United States, Investors in London"
Asher Leids,file:///investors/asher-leids,$50K,$50K,"Investors in Salt Lake City (UT), Investors in San Diego (CA), Investors in Portland (OR), Investors in Seattle (WA), Investors in San Francisco (CA), Investors in Los Angeles (CA)"
Praveen Shah,file:///investors/praveen-shah,$25K,$25K,"Investors in AI, Investors in Analytics, Investors in Distributed workforce, Investors in Education, Investors in Health & hospital services, Investors in Health IT, Investors in Human capital, Investors in Logistics, Investors in Real estate/proptech, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+6"
Aaron Samuels,file:///investors/aaron-samuels,Sweet spot:,$25K,Investors in United States
Nick Caldwell,file:///investors/nick-caldwell,$25K,$25K,"Investors in AI, Investors in Analytics, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Cloud infrastructure, Investors in Data services, Investors in Distributed workforce, Investors in Diverse Investors (Other Lists), Investors in Enterprise, Investors in Media/content, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Social mobile, Investors in Space, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+9"
Joseph Baron,file:///investors/joseph-baron,$100K,$100K,"Investors in AI, Investors in AR/VR, Investors in Biotech, Investors in Cloud infrastructure, Investors in Distributed workforce, Investors in Gaming/eSports, Investors in Payments, Investors in SaaS, Investors in Semiconductors, Investors in Space, Investors in Investors who were founders (Other Lists)
+3"
Jenna Zerker,file:///investors/jenna-zerker,Sweet spot:,$500K,"Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Developer tools, Investors in Enterprise, Investors in Female Investors (Other Lists), Investors in Fintech, Investors in Human capital, Investors in Real estate/proptech, Investors in SaaS, Investors in Social commerce
+4"
Kiku Reise,file:///investors/kiku-reise,$50K,$50K,"Investors in AI, Investors in AR/VR, Investors in Blockchain, Investors in Cryptocurrency, Investors in Fintech, Investors in Marketing automation, Investors in Robotics, Investors in SaaS, Investors in Space, Investors in Travel
+1"
Amir Shevat,file:///investors/amir-shevat,$20K,$20K,"Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Developer tools, Investors in Marketplaces, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+3"
Mike Dauber,file:///investors/mike-dauber,$350K,$350K,Investors in Menlo Park (CA)
Richard Ling,file:///investors/richard-ling,$50K,$50K,"Investors in AI, Investors in Clean tech / environment, Investors in Cloud infrastructure, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Enterprise, Investors in Fintech, Investors in Marketplaces, Investors in SaaS, Investors in Security, Investors in Social commerce, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+7"
Alvin Tse,file:///investors/alvin-tse,$25K,$25K,"Investors in AI, Investors in Cloud infrastructure, Investors in Consumer products, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Education, Investors in Fintech, Investors in Marketplaces, Investors in SaaS, Investors in Social commerce, Investors in Social mobile, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who were founders (Other Lists)
+6"
Tammy Camp,file:///investors/tammy-camp,Sweet spot:,$25K,Investors in San Francisco (CA)
Cary Levine,file:///investors/cary-levine,$50K,$50K,"Investors in AI, Investors in Consumer products, Investors in Distributed workforce, Investors in Education, Investors in Marketplaces, Investors in Media/content, Investors in Parenting/families, Investors in SaaS, Investors in SMB software, Investors in Social mobile, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+6"
Ed Cluss,file:///investors/ed-cluss,$800K,$800K,Investors in Menlo Park (CA)
Ankit Sharma,file:///investors/ankit-sharma,$50K,$50K,Investors in United States
Varun Srinivasan,file:///investors/varun-srinivasan,$25K,$25K,"Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Cloud infrastructure, Investors in Cryptocurrency, Investors in Developer tools, Investors in Distributed workforce, Investors in Fintech, Investors in Gaming/eSports, Investors in Payments, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Security, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+10"
Diego Diaz,file:///investors/diego-diaz,$3.0M,$3.0M,"Investors in Developer tools, Investors in Developer tools, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in E-commerce, Investors in Enterprise, Investors in Enterprise, Investors in Los Angeles / Southern California (Other Lists), Investors in SaaS, Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+5"
Leif Abraham,file:///investors/leif-abraham,$20K,$20K,"Investors in Consumer products, Investors in Enterprise, Investors in Fintech, Investors in Payments, Investors in SaaS, Investors in Social commerce, Investors in Social mobile, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+3"
Greg Neufeld,file:///investors/greg-neufeld,$2.0M,$2.0M,"Investors in Canada, Investors in United States, Investors in San Francisco (CA), Investors in New York (NY)"
Michael Bloch,file:///investors/michael-bloch,$10K,$10K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Cryptocurrency, Investors in E-commerce, Investors in Fintech, Investors in Gaming/eSports, Investors in Marketplaces, Investors in New York City (Other Lists), Investors in Parenting/families, Investors in Payments, Investors in Real estate/proptech, Investors in SaaS, Investors in SMB software, Investors in Investors who were founders (Other Lists)
+7"
Moshe Lifschitz,file:///investors/moshe-lifschitz,$150K,$150K,"Investors in SF Bay Area (CA), Investors in New York City"
Hitesh Mehta,file:///investors/hitesh-mehta,$20K,$20K,"Investors in AI, Investors in Consumer health & fitness, Investors in Medical devices, Investors in SaaS, Investors in Investors who were founders (Other Lists)"
Desmond Lim,file:///investors/desmond-lim,$10K,$10K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Data services, Investors in Diverse Investors (Other Lists), Investors in Human capital, Investors in SaaS, Investors in Sales and CRM, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+5"
Rajiv Khemani,file:///investors/rajiv-khemani,$300K,$300K,Investors in Palo Alto (CA)
Jay Gopalan,file:///investors/jay-gopalan,$25K,$25K,"Investors in AI, Investors in AR/VR, Investors in Blockchain, Investors in Data services, Investors in Diverse Investors (Other Lists), Investors in Education, Investors in Fintech, Investors in New York City (Other Lists), Investors in Payments, Investors in Robotics, Investors in SaaS, Investors in Space, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+8"
Felipe Abramovay,file:///investors/felipe-abramovay,$250K,$250K,"Investors in AgTech, Investors in E-commerce, Investors in Logistics, Investors in Marketplaces, Investors in Media/content, Investors in Payments, Investors in Real estate/proptech, Investors in SaaS, Investors in Social commerce, Investors in Social mobile
+2"
Pratyus Patnaik,file:///investors/pratyus-patnaik,$25K,$25K,"Investors in SF Bay Area (CA), Investors in Bangalore, Investors in New York (NY)"
Curt Sigfstead,file:///investors/curt-sigfstead,$25K,$25K,"Investors in AI, Investors in Analytics, Investors in Cloud infrastructure, Investors in Consumer health & fitness, Investors in Distributed workforce, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Enterprise, Investors in Fintech, Investors in Marketplaces, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists)
+6"
Adriana Freitas,file:///investors/adriana-freitas,$80K,$80K,"Investors in Portugal, Investors in Spain, Investors in Europe"
Danny Leshem,file:///investors/danny-leshem,$100K,$100K,"Investors in Israel (Other Lists), Investors in SaaS, Investors in Investors who were founders (Other Lists)"
Tyler Myracle,file:///investors/tyler-myracle,$10K,$10K,"Investors in Developer tools, Investors in E-commerce, Investors in Energy tech, Investors in Enterprise, Investors in IoT, Investors in Marketplaces, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Social commerce, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+5"
Michael Stoppelman,file:///investors/michael-stoppelman,$25K,$25K,"Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Cloud infrastructure, Investors in Developer tools, Investors in Health & hospital services, Investors in Health IT, Investors in Los Angeles / Southern California (Other Lists), Investors in Marketplaces, Investors in SaaS, Investors in Sales and CRM, Investors in Security, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+8"
Sarah Koo,file:///investors/sarah-koo,$20K,$20K,"Investors in AI, Investors in Analytics, Investors in Data services, Investors in Developer tools, Investors in Distributed workforce, Investors in Diverse Investors (Other Lists), Investors in Female Investors (Other Lists), Investors in Fintech, Investors in Human capital, Investors in Real estate/proptech, Investors in SaaS, Investors in Sales and CRM, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+9"
Kyle Green,file:///investors/kyle-green_1,$25K,$25K,"Investors in Data services, Investors in Enterprise, Investors in Health & hospital services, Investors in Health IT, Investors in Marketplaces, Investors in SaaS, Investors in Investors who were founders (Other Lists)
+1"
Jason Tolkin,file:///investors/jason-tolkin_1,$13K,$13K,"Investors in Blockchain, Investors in Energy tech, Investors in Enterprise, Investors in Female Investors (Other Lists), Investors in Fintech, Investors in Lodging/hospitality, Investors in Marketplaces, Investors in Real estate/proptech, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Travel
+4"
Claire Lecarpentier,file:///investors/claire-lecarpentier,$50K,$50K,"Investors in San Francisco (CA), Investors in Los Angeles (CA), Investors in New York (NY)"
John Gleeson,file:///investors/john-gleeson,$10K,$10K,"Investors in Data services, Investors in Distributed workforce, Investors in SaaS, Investors in Sales and CRM"
Emil Lee,file:///investors/emil-lee,$10,$10,"Investors in AgTech, Investors in AI, Investors in Data services, Investors in Developer tools, Investors in Fintech, Investors in Health IT, Investors in Medical devices, Investors in Robotics, Investors in SaaS, Investors in Space, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+3"
David J. Fishman,file:///investors/david-j-fishman,$50K,$50K,"Investors in AI, Investors in Entertainment & sports, Investors in Marketplaces, Investors in Media/content, Investors in Real estate/proptech, Investors in SaaS, Investors in Investors who were founders (Other Lists)
+1"
Matt Gibstein,file:///investors/matt-gibstein,$5K,$5K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Distributed workforce, Investors in E-commerce, Investors in Fintech, Investors in Los Angeles / Southern California (Other Lists), Investors in Marketplaces, Investors in Media/content, Investors in Real estate/proptech, Investors in SaaS, Investors in Social commerce, Investors in Social mobile, Investors in Travel
+7"
Clint Smith,file:///investors/clint-smith,$50K,$50K,Investors in Palo Alto (CA)
Serge Faguet,file:///investors/serge-faguet,$50K,$50K,"Investors in AI, Investors in Biotech, Investors in E-commerce, Investors in Enterprise, Investors in Insurance, Investors in Material science, Investors in Medical devices, Investors in Pharmaceuticals, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Investors who were founders (Other Lists)
+4"
Cleo Sham,file:///investors/cleo-sham,$25K,$25K,"Investors in Mexico (Mexico), Investors in Brazil, Investors in China, Investors in Singapore, Investors in Portugal, Investors in Paris (France), Investors in New York, Investors in San Francisco (CA), Investors in London
+1"
Zachary Ginsburg,file:///investors/zachary-ginsburg,$250K,$250K,Investors in United States
Tigran Sloyan,file:///investors/tigran-sloyan_1,$20K,$20K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Cloud infrastructure, Investors in Data services, Investors in Developer tools, Investors in Education, Investors in Enterprise, Investors in Games, Investors in Gaming/eSports, Investors in Human capital, Investors in Network infrastructure, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Investors who were founders (Other Lists)
+7"
Shezan Amiji,file:///investors/shezan-amiji,$500K,$500K,"Investors in Analytics, Investors in Consumer products, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Enterprise, Investors in Fintech, Investors in London (Other Lists), Investors in Marketing automation, Investors in Payments, Investors in Retail, Investors in SaaS, Investors in Sales and CRM, Investors in Investors who were founders (Other Lists)
+6"
Paul Spiller,file:///investors/paul-spiller,$25K,$25K,"Investors in Miami (FL), Investors in New York (NY), Investors in San Francisco (CA), Investors in Chicago (IL), Investors in Los Angeles (CA), Investors in Santa Monica (CA)"
Marc Seitz,file:///investors/marc-seitz_1,$25K,$25K,"Investors in Data services, Investors in Developer tools, Investors in Education, Investors in Network infrastructure, Investors in Payments, Investors in SaaS, Investors in Security, Investors in Investors who were founders (Other Lists)
+1"
Andrew Badr,file:///investors/andrew-badr,$10K,$10K,"Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Biotech, Investors in Blockchain, Investors in Consumer products, Investors in Cryptocurrency, Investors in Developer tools, Investors in Enterprise, Investors in Marketplaces, Investors in New York City (Other Lists), Investors in SaaS, Investors in SMB software, Investors in Social mobile, Investors in Investors who were founders (Other Lists)
+7"
